Name	Base_URL	Customer_ID	Requestor_ID	API_Key	Platform	Version	Delay	Retry	Support_Contact	Credentials_Expire	Customizations	Host_Types	Website	Notifications_URL	Usage_Data_Host	Usage_Data_Host_Contact	Usage_Data_Host_Website	Usage_Data_Host_URL
Proceedings of the National Academy of Sciences	https://www.pnas.org/reports/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Person=Subscription Department, Email=PNASSubsDept@nas.edu	Credentials do not auto expire	No customizations	eJournal	https://www.pnas.org/	https://registry.countermetrics.org/api/v1/sushi-service/a4a21132-5c56-426f-8eb6-5cd29160ac44/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Project Euclid	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown	Form_url=https://projecteuclid.org/contact-us	Credentials do not auto expire	No customizations	eJournal; eBook	https://projecteuclid.org/	https://registry.countermetrics.org/api/v1/sushi-service/a3282ee0-18f8-4d21-91e4-fdd69c9dc3aa/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
ProQuest	https://sushi.proquest.com/counter/r51/		Not required	Required: An account's API Key can be created and copied using the ProQuest Platform's PAM administrative interface.		5.1	No volume limits	Queuing reports unknown	Person=ProQuest Technical Support, Phone=+18008893358, Form_url=https://support.proquest.com/submitcase	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://www.proquest.com	https://registry.countermetrics.org/api/v1/sushi-service/936bbfcb-2cf7-4025-bda9-e472252b1bbd/notification/	ProQuest	Person=ProQuest Technical Support, Phone=+18008893358, Form_url=https://support.proquest.com/submitcase	https://www.proquest.com/	https://registry.countermetrics.org/api/v1/usage-data-host/f4d22b8d-6e5b-41d8-968e-a7eb3669edcc/
Pschyrembel	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or service@degruyter.com	Required: Available from the LibLynx portal or service@degruyter.com	Required: Available from the LibLynx portal or service@degruyter.com		5.1	No volume limits	Queuing reports unknown	Person=Bettina de Keijzer, Email=Bettina.deKeijzer@degruyterbrill.com, Phone=+493026005237	Credentials do not auto expire	No customizations	Full_Content_Database	https://www.pschyrembel.de	https://registry.countermetrics.org/api/v1/sushi-service/1fb32272-18ec-44de-9038-ce4861c31e30/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
Radiological Society of North America	https://pubs.rsna.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=customerservice@rsna.org	Credentials do not auto expire	No customizations	eJournal	https://pubs.rsna.org/	https://registry.countermetrics.org/api/v1/sushi-service/cb881b47-9710-4313-a333-937b86f4a734/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
RDA Toolkit	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Person=James Hennelly, Email=jhennelly@ala.org, Phone=+13122805051	Credentials do not auto expire	No customizations	Full_Content_Database	https://access.rdatoolkit.org/	https://registry.countermetrics.org/api/v1/sushi-service/eb68c5de-8587-438e-aab2-7836864913e4/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
ResearchGate	https://www.researchgate.net/sushicounter/r51	Obtained from ResearchGate	Required: Obtained from ResearchGate	Required: Obtained from ResearchGate		5.1	No volume limits	Queuing reports unknown	Person=Axel Toelke, Email=axel.toelke@researchgate.net	Credentials do not auto expire	No customizations	Scholarly_Collaboration_Network	https://www.researchgate.net/	https://registry.countermetrics.org/api/v1/sushi-service/3b8ee28a-918e-4cff-8e04-f75c58e70805/notification/	ResearchGate	Person=Axel Toelke, Email=axel.toelke@researchgate.net	https://www.researchgate.net/	https://registry.countermetrics.org/api/v1/usage-data-host/26bbd468-6898-4e3f-a56e-9ed6aad9f189/
Revistas Uniandes	https://revistas.uniandes.edu.co/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown		Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://revistas.uniandes.edu.co/	https://registry.countermetrics.org/api/v1/sushi-service/ca26dd3c-53f9-49c0-90d1-f7b73d532094/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Rockefeller University Press	https://sitemaster.rupress.org/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Email=rupress@rockefeller.edu	Credentials do not auto expire	No customizations	eJournal	https://rupress.org	https://registry.countermetrics.org/api/v1/sushi-service/c6ada04a-8dce-4c7f-856b-de2cec099799/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
Rock's Backpages	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Person=Paul Kelly, Email=paul@rocksbackpages.com	Credentials do not auto expire	No customizations	Multimedia; Aggregated_Full_Content	https://www.rocksbackpages.com/	https://registry.countermetrics.org/api/v1/sushi-service/0abc753a-3ce6-4d85-8740-bae408351602/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
Rotunda Digital, University of Virginia Press	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Person=Patricia Searl, Email=pls4e@virginia.edu	Credentials do not auto expire	No customizations	Aggregated_Full_Content; Multimedia	https://rotunda.upress.virginia.edu/	https://registry.countermetrics.org/api/v1/sushi-service/6aeff174-3603-46e1-8c45-89ccf81b7444/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
Royal College of Surgeons of England	https://publishing.rcseng.ac.uk/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=consortiasales@bmj.com	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://publishing.rcseng.ac.uk/	https://registry.countermetrics.org/api/v1/sushi-service/c95ad44c-94cc-4520-8b9b-c7be117c10ce/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Sabinet	https://journals.co.za/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=info@sabinet.co.za	Credentials do not auto expire	No customizations	eJournal	https://journals.co.za/	https://registry.countermetrics.org/api/v1/sushi-service/c2d64d2e-f553-44f9-919a-d3c907095456/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
SAGE Publications Journals	https://journals.sagepub.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=Onlinesupport@sagepub.co.uk, Form_url=https://group.sagepub.com/contact	Credentials do not auto expire	No customizations	eJournal	https://journals.sagepub.com/	https://registry.countermetrics.org/api/v1/sushi-service/4497b253-7f7b-43d4-b6b4-95ada45b419f/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
SAGE Publishing	https://securecenter.sagepub.com/SushiService/r51/	Security is by requestor ID and customer ID available on the SecureCenter report listing page (https://securecenter.sagepub.com/Report).	Required: Security is by requestor ID and customer ID available on the SecureCenter report listing page (https://securecenter.sagepub.com/Report).	Not required		5.1	No volume limits	Queuing reports unknown	Email=onlinesupport@sagepub.co.uk, Form_url=https://www.sagepub.com/contact-us	Credentials do not auto expire	No customizations	eBook_Collection; Full_Content_Database	https://www.sagepub.com/	https://registry.countermetrics.org/api/v1/sushi-service/e3287e03-6d50-469a-b738-0e09c7e97bb1/notification/	SAGE Publishing			https://registry.countermetrics.org/api/v1/usage-data-host/ab907b75-8217-4380-a7a7-695cd413186b/
Scandinavian University Press	https://www.idunn.no/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=post@idunn.no	Credentials do not auto expire	No customizations	eJournal; eBook	https://www.idunn.no/	https://registry.countermetrics.org/api/v1/sushi-service/8471554b-5fd8-4637-b862-4fd83c317089/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
ScienceDirect	https://api.elsevier.com/sushi/r51	Your customer ID is your Elsevier customer account number	Required: The documentation link to request a requestor ID is https://dev.elsevier.com/sushicop5.html for all platforms	Required: For COP5.1 and COP5.0 when requesting access to COP5.1: The documentation link to request an API key for all platforms is https://dev.elsevier.com/sushicop5.html		5.1	No volume limits	Queuing reports unknown	Email=usage.research@elsevier.com	Credentials do not auto expire	No customizations	eBook; eJournal	https://www.sciencedirect.com/	https://registry.countermetrics.org/api/v1/sushi-service/15ff7362-a3bc-468b-9b74-ef6d7200e458/notification/	ScienceDirect	Email=usage.research@elsevier.com	https://www.sciencedirect.com/	https://registry.countermetrics.org/api/v1/usage-data-host/0d21fd0e-45d6-45ca-ad35-79b7311ed143/
SCOPUS	https://api.elsevier.com/sushi/r51	Your customer ID is your Elsevier customer account number	Required: The documentation link to request a requestor ID is https://dev.elsevier.com/sushicop5.html for all platforms	Required: For COP5.1 and COP5.0 when requesting access to COP5.1: The documentation link to request an API key for all platforms is https://dev.elsevier.com/sushicop5.html		5.1	No volume limits	Queuing reports unknown	Email=sdusage.reports@elsevier.com	Credentials do not auto expire	No customizations	A&I_Database	https://www.elsevier.com/en-gb/solutions/scopus	https://registry.countermetrics.org/api/v1/sushi-service/23e7ee6b-5e03-43fe-ac0a-c73331b4cf28/notification/	SCOPUS	Email=sdusage.reports@elsevier.com	https://www.elsevier.com/en-gb/solutions/scopus	https://registry.countermetrics.org/api/v1/usage-data-host/f63e029f-91f4-4744-84d5-dbc331dc871d/
Society of Exploration Geophysicists	https://library.seg.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Form_url=https://seg.org/Contact-Us	Credentials do not auto expire	No customizations	eJournal	https://library.seg.org/	https://registry.countermetrics.org/api/v1/sushi-service/dd3e7f9f-89f4-4efb-9983-c1b41af7ef79/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Society of Industrial and Applied Mathematics	https://epubs.siam.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=service@siam.org	Credentials do not auto expire	No customizations	eJournal; eBook	https://epubs.siam.org/	https://registry.countermetrics.org/api/v1/sushi-service/cee17656-f396-486b-a873-7ad8c81e4a40/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
SPIE Digital Library	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown	Form_url=https://www.spiedigitallibrary.org/contact-us	Credentials do not auto expire	No customizations	eBook; eJournal	https://spiedigitallibrary.org	https://registry.countermetrics.org/api/v1/sushi-service/f0ed6490-6c50-4c22-8def-3038c4d65612/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
SpringerMaterials	https://counter.public.springernature.app/r51/	Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1	Required: Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1	Required: Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1		5.1	No volume limits	Queuing reports unknown	Person=Björn Johansson, Email=bjorn.johansson@springernature.com	Credentials do not auto expire	No customizations	Full_Content_Database	https://materials.springer.com/	https://registry.countermetrics.org/api/v1/sushi-service/737818e2-95dd-43b0-88af-08576bf78024/notification/	Springer Nature	Person=Björn Johansson, Email=bjorn.johansson@springernature.com	https://www.springernature.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3de8f6aa-adc6-4e9c-b524-be3cabcb818c/
Springer Nature Link	https://counter.public.springernature.app/r51/	Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1	Required: Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1	Required: Can be found in the Springer Nature Librarian Portal https://librarian.springernature.com/organizations/counter-5-1		5.1	No volume limits	Queuing reports unknown	Person=Björn Johansson, Email=bjorn.johansson@springernature.com	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://link.springer.com/	https://registry.countermetrics.org/api/v1/sushi-service/63accfe8-cda4-4f56-aefc-e2058348db78/notification/	Springer Nature	Person=Björn Johansson, Email=bjorn.johansson@springernature.com	https://www.springernature.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3de8f6aa-adc6-4e9c-b524-be3cabcb818c/
Statista	https://sushi.statista.com/r51	Available from customer service	Required: Available from customer service	Required: Available from customer service		5.1	No volume limits	Queuing reports unknown	Person=Statista Support, Email=support@statista.com	Credentials do not auto expire	No customizations	Full_Content_Database	https://www.statista.com/	https://registry.countermetrics.org/api/v1/sushi-service/dbbb31c4-3363-4738-accf-90b39aeae095/notification/	Statista	Person=Statista Support, Email=support@statista.com	https://www.statista.com/	https://registry.countermetrics.org/api/v1/usage-data-host/e71c11d5-ee4e-4db7-986c-05fb02c7d4ad/
Sunmedia	https://www.pieronline.jp/counter5/sushi/r51	Available from the librarian administration page.	Required: Available from the librarian administration page.	Not required		5.1	No volume limits	Queuing reports unknown	Email=pier@sunmedia.co.jp	Credentials do not auto expire	No customizations	eJournal; eBook	https://www.pieronline.jp/	https://registry.countermetrics.org/api/v1/sushi-service/f60be588-7fe1-4f48-8e48-a13d632a7aec/notification/	Ingenta	Person=Priya Parvatikar, Email=priya.parvatikar@ingenta.com	https://www.ingenta.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3f6680c0-d66b-49a8-b18f-0e238f3c4a73/
Taylor & Francis	https://www.tandfonline.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=support@tandfonline.com	Credentials do not auto expire	No customizations	eJournal	https://www.tandfonline.com/	https://registry.countermetrics.org/api/v1/sushi-service/11a2fe0c-c5fc-45c1-a8c4-caebd7e96588/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
The Bone & Joint Journal	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Person=Emma Vodden, Email=e.vodden@boneandjoint.org.uk	Credentials do not auto expire	No customizations	eJournal	https://boneandjoint.org.uk/journal/bjj	https://registry.countermetrics.org/api/v1/sushi-service/2630fe5c-2f23-4f21-8232-9ccee0fc0495/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
The Company of Biologists	https://sitemaster.journals.biologists.com/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Email=sales@biologists.com	Credentials do not auto expire	No customizations	eJournal	https://journals.biologists.com/	https://registry.countermetrics.org/api/v1/sushi-service/e994c202-6689-4784-8bf2-0be0a5108a2a/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
The HistoryMakers	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Form_url=https://www.thehistorymakers.org/contact-us	Credentials do not auto expire	No customizations	Multimedia; Full_Content_Database	https://www.thehistorymakers.org/	https://registry.countermetrics.org/api/v1/sushi-service/545f6fd3-b61d-4cb5-b819-39ce7751730b/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
The Royal Society	https://royalsocietypublishing.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=publishing@royalsociety.org	Credentials do not auto expire	No customizations	eJournal	https://royalsociety.org/journals/	https://registry.countermetrics.org/api/v1/sushi-service/470c13be-f7d3-4083-ab74-32979324422f/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Thesaurus Linguae Latinae	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or service@degruyter.com	Required: Available from the LibLynx portal or service@degruyter.com	Required: Available from the LibLynx portal or service@degruyter.com		5.1	No volume limits	Queuing reports unknown	Person=Bettina de Keijzer, Email=Bettina.deKeijzer@degruyterbrill.com, Phone=+493026005237	Credentials do not auto expire	No customizations	Full_Content_Database	https://tll.degruyter.com	https://registry.countermetrics.org/api/v1/sushi-service/f6df8d1a-403c-4b08-86a5-023280e3a62c/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
United Nations iLibrary	https://www.un-ilibrary.org/counter5/sushi/r51	Available from the librarian administration page.	Required: Available from the librarian administration page.	Not required		5.1	No volume limits	Queuing reports unknown		Credentials do not auto expire	No customizations	eJournal; eBook	https://www.un-ilibrary.org/	https://registry.countermetrics.org/api/v1/sushi-service/54c2c7ba-85e4-4f7c-8c11-79068e758a41/notification/	Ingenta	Person=Priya Parvatikar, Email=priya.parvatikar@ingenta.com	https://www.ingenta.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3f6680c0-d66b-49a8-b18f-0e238f3c4a73/
University of California Press	https://sitemaster.online.ucpress.edu/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Form_url=https://www.ucpress.edu/contact/customer-service	Credentials do not auto expire	No customizations	eJournal	https://online.ucpress.edu	https://registry.countermetrics.org/api/v1/sushi-service/23299fac-1a44-46b1-9939-36aaec786dd0/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
University of Chicago Press	https://www.journals.uchicago.edu/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=journalsupport@press.uchicago.edu	Credentials do not auto expire	No customizations	eJournal	https://www.journals.uchicago.edu/	https://registry.countermetrics.org/api/v1/sushi-service/5517891c-c1cf-4a80-9bf7-b65bae50980a/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
University of Texas Press	https://www.utexaspressjournals.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=journals@utpress.utexas.edu	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://www.utexaspressjournals.org/	https://registry.countermetrics.org/api/v1/sushi-service/2c80eb40-6e42-4206-a62c-44c5dcdf9de0/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
University of Toronto Press	https://www.utpjournals.press/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=journals@utpress.utoronto.ca	Credentials do not auto expire	No customizations	eJournal; eBook	https://www.utpjournals.press/	https://registry.countermetrics.org/api/v1/sushi-service/63b8869e-6762-4e66-963d-cb31541d2d0f/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
UTB	https://elibrary.utb.de/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Form_url=https://elibrary.utb.de/kontakt	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://elibrary.utb.de/	https://registry.countermetrics.org/api/v1/sushi-service/83e5426b-2bdb-4586-9ae3-5a949e1bc7fd/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Vandenhoeck & Ruprecht	https://www.vr-elibrary.de/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=elibrary@v-r.de	Credentials do not auto expire	No customizations	eJournal; eBook	https://www.vr-elibrary.de/	https://registry.countermetrics.org/api/v1/sushi-service/7c931b4b-fe11-4d19-8f78-819949d3206d/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
VitalSource	https://analyze-api.vitalsource.com/r51/reports/	Available from customer support	Not required	Required: Available from customer support		5.1	No volume limits	Queuing reports unknown	Email=Scott.Gaspar@vitalsource.com	Credentials do not auto expire	No customizations	eBook	https://www.vitalsource.com/	https://registry.countermetrics.org/api/v1/sushi-service/4a512917-71ce-45c6-84d0-857550688e50/notification/	VitalSource	Email=Scott.Gaspar@vitalsource.com	https://www.vitalsource.com/	https://registry.countermetrics.org/api/v1/usage-data-host/fe491887-d1b7-47e9-9e8d-7dab1e087d42/
Wiley Online Library	https://onlinelibrary.wiley.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=eal@wiley.com	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://onlinelibrary.wiley.com/	https://registry.countermetrics.org/api/v1/sushi-service/a8c5328a-baa2-4b5d-9c37-1e7b1e4b6e5e/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
